age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,final_grade
14,other,public,post graduate,5.1,73.3,yes,<15 min,yes,textbook,c
19,other,private,high school,6.1,92.9,yes,30-60 min,yes,coaching,a
18,female,private,high school,2.7,65.9,yes,>60 min,no,online videos,e
19,other,private,no formal,4.9,93.1,yes,15-30 min,yes,mixed,c
19,male,private,graduate,4.2,55.8,no,>60 min,no,mixed,d
15,other,private,diploma,7.9,66.8,yes,15-30 min,no,coaching,b
18,male,public,graduate,6.6,93.4,yes,30-60 min,no,textbook,a
14,female,public,diploma,7.6,51.2,yes,<15 min,no,mixed,c
19,other,private,post graduate,6.7,93.4,yes,>60 min,yes,coaching,b
18,other,public,diploma,5.4,52.0,yes,<15 min,no,notes,d
18,male,public,post graduate,1.0,82.9,yes,30-60 min,no,textbook,f
19,other,public,diploma,6.9,81.9,yes,<15 min,no,online videos,c
19,other,private,no formal,6.2,52.9,yes,<15 min,yes,group study,c
19,other,private,diploma,2.6,91.9,yes,15-30 min,yes,textbook,d
14,other,public,high school,2.5,54.3,yes,<15 min,yes,mixed,e
14,other,private,diploma,4.4,92.6,yes,15-30 min,yes,mixed,c
19,other,private,no formal,2.6,99.2,yes,15-30 min,no,coaching,e
15,other,private,post graduate,7.8,83.6,yes,15-30 min,yes,mixed,b
16,male,private,graduate,2.0,96.5,no,<15 min,yes,online videos,d
14,other,private,no formal,1.7,81.3,yes,<15 min,yes,online videos,e
17,male,public,phd,0.8,99.1,yes,30-60 min,no,textbook,e
18,female,private,diploma,4.6,89.8,yes,15-30 min,yes,mixed,d
19,female,private,high school,6.1,84.0,yes,30-60 min,yes,group study,c
17,male,public,no formal,4.9,99.4,yes,15-30 min,yes,textbook,d
17,male,public,high school,2.1,74.2,yes,15-30 min,no,mixed,e
17,male,public,no formal,7.4,74.2,yes,<15 min,yes,notes,a
16,female,private,diploma,3.3,92.6,yes,30-60 min,yes,notes,d
17,female,public,graduate,1.6,83.7,yes,<15 min,no,notes,f
19,female,private,diploma,1.9,57.2,yes,15-30 min,no,coaching,f
15,male,public,phd,3.8,65.4,yes,>60 min,yes,mixed,d
16,female,private,phd,4.6,79.2,yes,<15 min,no,textbook,d
17,male,public,high school,5.0,50.8,yes,<15 min,yes,mixed,e
17,other,public,graduate,1.0,75.5,yes,>60 min,yes,mixed,f
14,male,private,diploma,7.0,61.7,no,15-30 min,yes,textbook,b
15,male,public,high school,3.0,61.8,no,15-30 min,no,coaching,e
17,male,public,high school,2.4,94.8,yes,<15 min,yes,coaching,d
18,female,private,graduate,5.7,64.1,yes,15-30 min,yes,group study,d
18,other,public,no formal,5.1,94.9,yes,<15 min,yes,textbook,c
19,female,public,post graduate,7.9,76.7,yes,15-30 min,no,notes,b
18,female,public,phd,3.6,96.4,yes,>60 min,no,coaching,c
17,other,private,diploma,1.9,86.5,yes,30-60 min,no,notes,e
15,male,public,graduate,7.8,70.7,yes,>60 min,yes,group study,a
16,other,private,phd,4.1,51.8,yes,>60 min,no,notes,d
18,female,public,post graduate,5.5,94.6,no,15-30 min,yes,group study,c
16,male,private,diploma,0.8,85.4,yes,15-30 min,yes,notes,f
18,male,public,phd,3.0,56.7,yes,<15 min,yes,textbook,e
14,male,public,no formal,7.9,96.8,yes,30-60 min,no,notes,a
14,other,public,graduate,7.7,74.4,yes,30-60 min,no,group study,b
15,female,private,high school,7.9,51.5,yes,>60 min,no,online videos,b
15,female,private,high school,6.7,64.8,yes,<15 min,no,textbook,c
17,female,private,graduate,4.3,93.0,yes,30-60 min,yes,mixed,c
17,male,public,post graduate,4.8,71.0,no,30-60 min,yes,mixed,d
17,other,public,post graduate,1.1,90.4,yes,15-30 min,yes,textbook,e
15,female,public,post graduate,6.4,70.1,yes,30-60 min,yes,group study,c
17,other,public,high school,6.1,56.7,yes,15-30 min,yes,notes,d
14,male,public,diploma,5.8,59.7,yes,>60 min,yes,textbook,d
16,other,private,no formal,3.4,94.1,yes,15-30 min,no,coaching,c
14,other,public,graduate,2.5,59.1,no,15-30 min,yes,mixed,e
14,female,public,post graduate,6.6,96.8,yes,30-60 min,no,online videos,b
14,other,private,diploma,7.8,64.4,yes,15-30 min,yes,textbook,b
14,female,public,high school,3.7,98.6,yes,30-60 min,yes,coaching,c
16,other,public,high school,0.9,54.8,yes,15-30 min,yes,notes,f
17,other,private,graduate,7.3,77.4,no,<15 min,no,online videos,c
17,male,private,post graduate,5.7,51.8,no,30-60 min,yes,textbook,c
16,other,private,diploma,5.5,62.8,yes,15-30 min,no,textbook,d
15,other,private,high school,7.6,92.8,yes,>60 min,yes,textbook,b
14,male,public,diploma,5.5,59.4,yes,>60 min,yes,group study,c
18,other,private,high school,5.1,94.6,no,15-30 min,yes,group study,c
19,female,private,no formal,5.8,79.5,yes,<15 min,yes,mixed,b
15,other,public,diploma,4.1,86.3,yes,15-30 min,yes,textbook,c
15,male,private,phd,2.7,68.0,yes,15-30 min,yes,notes,e
15,male,public,graduate,2.4,99.2,yes,30-60 min,yes,coaching,d
15,female,private,no formal,5.9,91.3,no,15-30 min,yes,textbook,b
15,female,public,phd,2.3,95.6,yes,15-30 min,yes,coaching,d
16,female,private,high school,7.5,57.3,yes,15-30 min,no,group study,c
18,male,private,graduate,3.5,63.3,yes,<15 min,no,coaching,e
18,other,private,graduate,5.3,92.0,yes,<15 min,yes,group study,c
19,male,public,post graduate,0.8,83.5,yes,15-30 min,yes,textbook,e
16,male,public,post graduate,3.9,69.2,yes,30-60 min,yes,mixed,e
16,female,private,high school,3.5,73.2,yes,30-60 min,no,coaching,d
16,male,public,post graduate,6.2,71.9,yes,<15 min,no,coaching,c
14,female,public,graduate,0.9,77.9,yes,15-30 min,yes,notes,f
16,female,private,diploma,3.5,74.5,yes,30-60 min,yes,online videos,e
15,male,public,no formal,6.9,72.7,yes,>60 min,no,coaching,c
16,other,public,graduate,5.5,66.4,yes,30-60 min,yes,coaching,d
14,other,public,diploma,6.3,72.4,no,30-60 min,no,group study,b
18,other,private,diploma,6.2,58.9,yes,<15 min,no,mixed,d
19,female,public,post graduate,5.5,59.5,yes,15-30 min,no,notes,c
19,female,public,post graduate,3.4,84.4,yes,>60 min,no,online videos,d
14,other,private,high school,3.5,98.2,yes,>60 min,yes,online videos,d
14,other,public,high school,0.9,60.6,yes,>60 min,yes,group study,f
19,other,private,phd,2.0,95.6,yes,30-60 min,no,group study,e
19,male,private,graduate,4.7,81.3,yes,>60 min,yes,online videos,d
17,other,public,diploma,7.2,97.6,yes,15-30 min,yes,mixed,a
15,female,private,phd,5.1,69.8,yes,15-30 min,no,textbook,c
17,other,public,post graduate,3.4,84.5,no,15-30 min,yes,group study,d
17,other,private,phd,6.7,77.2,yes,<15 min,yes,textbook,c
19,male,private,diploma,3.9,98.9,yes,<15 min,no,mixed,d
17,male,public,no formal,2.4,53.0,yes,15-30 min,yes,group study,f
14,male,public,post graduate,1.1,52.9,yes,30-60 min,yes,mixed,f
18,female,public,post graduate,6.7,93.2,yes,30-60 min,no,textbook,b
18,other,private,graduate,5.1,52.7,yes,30-60 min,no,mixed,d
15,male,public,diploma,4.9,95.4,no,30-60 min,yes,online videos,c
14,male,public,no formal,5.9,54.7,yes,<15 min,no,online videos,c
14,female,private,high school,5.0,55.6,yes,>60 min,no,notes,e
19,female,private,phd,3.1,66.5,no,>60 min,yes,group study,e
16,male,private,high school,5.1,86.3,yes,<15 min,yes,group study,c
17,female,private,graduate,1.6,78.8,yes,30-60 min,yes,online videos,e
19,other,public,graduate,2.7,95.4,yes,<15 min,no,textbook,d
14,male,public,diploma,4.5,81.5,yes,<15 min,no,mixed,c
15,male,public,phd,1.0,79.8,yes,<15 min,yes,group study,e
18,male,private,post graduate,6.7,78.5,yes,15-30 min,no,group study,b
17,male,private,phd,0.8,70.3,yes,<15 min,yes,online videos,f
14,female,private,high school,3.3,82.0,yes,>60 min,no,notes,d
18,male,private,post graduate,3.9,98.7,yes,>60 min,yes,online videos,d
14,female,public,post graduate,5.6,98.6,yes,<15 min,no,coaching,c
18,male,private,phd,1.7,55.5,yes,>60 min,no,online videos,f
18,other,private,diploma,6.7,72.8,yes,>60 min,yes,online videos,c
18,female,private,high school,3.7,79.6,yes,>60 min,no,mixed,d
16,male,public,post graduate,2.4,85.8,yes,>60 min,yes,group study,d
15,male,public,post graduate,1.2,65.0,yes,<15 min,yes,mixed,f
19,female,public,high school,7.4,99.1,yes,30-60 min,yes,notes,a
17,female,public,high school,3.5,70.8,yes,>60 min,no,textbook,e
17,male,private,post graduate,3.4,64.3,yes,30-60 min,no,coaching,d
14,male,private,graduate,1.9,89.0,yes,<15 min,no,notes,d
17,female,private,phd,4.3,79.4,no,15-30 min,yes,group study,c
17,female,private,graduate,2.9,95.2,yes,30-60 min,no,textbook,c
15,male,public,phd,1.7,55.3,yes,<15 min,yes,notes,f
18,female,private,high school,6.1,52.7,yes,>60 min,yes,online videos,c
14,male,private,post graduate,7.2,97.2,no,<15 min,no,mixed,b
18,other,public,high school,3.1,72.3,yes,30-60 min,yes,online videos,e
19,other,public,post graduate,2.6,60.8,yes,30-60 min,yes,mixed,f
17,male,private,diploma,3.3,87.2,yes,15-30 min,yes,notes,d
14,male,private,graduate,7.4,99.9,no,>60 min,no,textbook,b
17,male,public,post graduate,4.9,99.9,no,<15 min,yes,mixed,c
17,other,public,no formal,1.7,98.2,yes,<15 min,no,textbook,e
17,other,private,high school,5.2,57.8,yes,<15 min,yes,online videos,c
15,male,private,graduate,3.5,92.5,yes,<15 min,yes,group study,d
17,female,private,diploma,0.6,56.2,no,<15 min,yes,notes,f
15,male,public,graduate,7.8,67.8,yes,<15 min,yes,online videos,b
17,other,public,diploma,1.4,58.9,no,30-60 min,yes,textbook,f
17,male,public,no formal,3.6,67.8,yes,30-60 min,no,textbook,d
17,male,private,phd,5.4,62.4,yes,30-60 min,no,mixed,c
18,other,private,post graduate,4.9,94.8,no,>60 min,yes,group study,c
19,other,private,graduate,0.5,99.4,yes,>60 min,no,textbook,f
18,female,public,no formal,5.1,58.7,yes,>60 min,no,coaching,d
18,other,private,high school,6.0,56.5,yes,>60 min,no,textbook,c
19,male,public,graduate,6.9,58.2,yes,<15 min,no,textbook,c
15,male,private,no formal,1.9,78.3,yes,>60 min,yes,textbook,e
15,female,public,diploma,0.8,94.1,no,30-60 min,yes,mixed,e
17,female,private,phd,7.6,87.3,yes,<15 min,yes,group study,a
16,female,private,phd,5.6,71.1,yes,15-30 min,no,notes,c
18,other,private,graduate,3.9,98.0,no,>60 min,no,mixed,d
14,other,public,high school,5.9,76.9,yes,>60 min,no,notes,c
14,male,private,no formal,1.7,89.2,yes,>60 min,yes,mixed,e
18,other,private,high school,7.7,75.0,no,30-60 min,yes,notes,b
18,male,private,high school,5.4,83.3,yes,30-60 min,no,coaching,c
15,female,public,graduate,7.1,68.8,yes,<15 min,no,mixed,c
15,female,public,post graduate,4.7,52.6,yes,30-60 min,yes,online videos,e
17,female,private,diploma,6.5,80.6,yes,15-30 min,no,textbook,c
16,male,public,post graduate,3.0,64.4,yes,15-30 min,yes,mixed,d
15,female,private,no formal,1.5,77.5,yes,30-60 min,no,coaching,e
17,male,private,diploma,3.2,82.6,yes,<15 min,no,coaching,d
18,other,public,graduate,7.2,72.6,yes,30-60 min,yes,textbook,c
18,male,public,no formal,5.7,57.9,yes,15-30 min,yes,online videos,d
18,female,private,phd,3.9,90.3,yes,15-30 min,yes,group study,c
17,male,private,phd,2.3,58.6,yes,15-30 min,yes,notes,e
19,male,public,post graduate,5.0,56.5,yes,15-30 min,no,coaching,d
15,female,private,post graduate,4.9,65.9,yes,>60 min,no,group study,d
14,other,public,high school,4.5,52.9,yes,15-30 min,yes,textbook,e
14,female,public,high school,6.0,67.7,yes,30-60 min,yes,coaching,c
19,other,private,high school,2.3,87.9,yes,15-30 min,yes,mixed,e
17,other,public,no formal,4.3,89.5,yes,30-60 min,yes,mixed,c
15,female,private,graduate,2.8,72.8,yes,<15 min,yes,online videos,d
19,other,public,phd,2.0,59.2,yes,>60 min,yes,notes,e
15,female,private,post graduate,3.0,98.7,yes,15-30 min,no,textbook,d
17,female,private,phd,6.5,91.2,yes,<15 min,yes,coaching,c
15,other,private,phd,1.4,50.3,yes,<15 min,yes,online videos,f
14,female,private,graduate,2.6,80.4,yes,30-60 min,yes,coaching,e
15,other,public,no formal,4.5,97.3,no,<15 min,yes,group study,d
15,male,public,phd,3.5,96.5,yes,15-30 min,no,group study,d
17,female,private,graduate,6.7,70.0,yes,<15 min,no,coaching,c
14,female,private,graduate,6.3,80.6,yes,15-30 min,yes,notes,b
15,male,public,phd,5.6,80.8,yes,<15 min,no,online videos,c
17,other,private,post graduate,2.6,86.5,no,30-60 min,no,group study,e
16,male,private,no formal,0.7,97.1,no,30-60 min,no,online videos,e
17,male,private,post graduate,2.9,73.3,yes,<15 min,no,notes,d
17,male,private,phd,5.0,53.1,no,30-60 min,no,online videos,e
19,other,private,high school,1.3,86.1,yes,>60 min,no,mixed,e
19,male,public,diploma,6.7,97.3,yes,>60 min,yes,mixed,b
15,male,private,no formal,7.9,93.5,yes,15-30 min,no,online videos,a
18,other,private,post graduate,6.0,51.2,yes,30-60 min,no,textbook,d
17,male,private,no formal,3.6,94.1,yes,15-30 min,no,notes,c
17,male,private,diploma,6.5,57.4,yes,<15 min,yes,group study,c
18,male,public,graduate,2.5,98.9,yes,30-60 min,yes,textbook,e
14,female,private,phd,7.7,87.1,no,15-30 min,yes,online videos,b
16,male,private,high school,3.2,56.3,yes,>60 min,yes,group study,f
18,other,private,phd,5.7,55.0,yes,30-60 min,no,notes,d
19,male,private,no formal,0.6,63.9,yes,15-30 min,yes,group study,e
14,female,private,no formal,5.2,61.5,yes,30-60 min,yes,group study,d
16,male,public,no formal,2.7,50.2,yes,<15 min,no,group study,e
15,male,private,post graduate,1.3,94.5,yes,<15 min,yes,online videos,e
15,male,private,diploma,3.8,56.3,no,30-60 min,no,online videos,e
14,other,private,no formal,1.3,99.5,yes,>60 min,no,notes,d
17,other,public,post graduate,1.9,63.2,yes,>60 min,yes,notes,e
18,male,private,high school,7.2,78.7,yes,30-60 min,no,mixed,a
17,male,public,post graduate,1.0,84.9,yes,30-60 min,yes,textbook,e
16,other,public,graduate,5.2,65.1,yes,30-60 min,yes,textbook,d
18,female,public,no formal,1.0,72.8,yes,>60 min,yes,group study,f
17,male,public,graduate,5.9,88.6,yes,30-60 min,no,notes,c
19,male,private,phd,7.8,53.2,yes,30-60 min,yes,mixed,b
16,female,private,diploma,3.7,68.1,yes,<15 min,no,notes,d
15,female,public,phd,7.8,89.5,yes,>60 min,yes,coaching,a
16,female,private,high school,5.3,66.6,yes,30-60 min,no,mixed,d
17,male,private,high school,5.0,53.0,yes,<15 min,no,notes,d
16,female,private,high school,1.8,59.4,yes,15-30 min,no,notes,f
18,male,public,high school,7.6,83.9,yes,>60 min,no,notes,b
14,female,public,high school,7.0,98.4,no,>60 min,no,coaching,b
17,male,private,graduate,1.5,61.4,yes,<15 min,no,group study,e
16,male,public,no formal,0.7,75.9,yes,<15 min,no,coaching,f
15,other,private,graduate,3.2,62.0,yes,>60 min,no,textbook,d
17,female,private,high school,1.7,96.2,yes,30-60 min,yes,mixed,e
18,female,public,no formal,3.0,95.0,yes,30-60 min,yes,mixed,d
17,male,public,post graduate,7.7,69.6,yes,>60 min,no,mixed,b
14,male,private,graduate,7.0,51.9,yes,15-30 min,yes,group study,c
14,other,public,high school,3.8,80.4,yes,15-30 min,no,coaching,d
16,other,public,graduate,2.6,81.4,yes,<15 min,no,online videos,e
18,female,public,phd,4.8,80.9,yes,15-30 min,yes,textbook,c
15,male,private,high school,7.5,64.8,yes,15-30 min,yes,mixed,b
15,female,private,high school,6.4,51.2,no,<15 min,yes,online videos,c
19,male,public,post graduate,7.0,51.6,yes,15-30 min,no,coaching,c
14,male,private,diploma,6.2,88.9,no,30-60 min,no,notes,c
14,male,public,post graduate,4.3,76.6,yes,30-60 min,no,coaching,d
14,female,public,high school,1.6,63.6,yes,<15 min,yes,textbook,e
19,female,public,phd,6.6,95.7,no,>60 min,yes,coaching,b
16,female,private,no formal,5.4,94.2,yes,30-60 min,yes,online videos,b
14,other,private,high school,6.3,90.8,yes,<15 min,no,mixed,b
15,male,public,graduate,6.0,81.1,yes,30-60 min,no,online videos,b
19,male,public,graduate,2.3,80.7,no,30-60 min,yes,online videos,e
18,other,private,diploma,2.6,76.5,yes,<15 min,yes,textbook,d
15,male,public,phd,6.9,59.2,yes,30-60 min,no,group study,c
15,male,private,diploma,3.6,86.4,yes,30-60 min,no,textbook,d
14,other,public,post graduate,1.8,76.0,yes,<15 min,yes,textbook,f
18,male,private,diploma,5.3,77.3,yes,>60 min,yes,coaching,c
14,male,private,diploma,2.7,84.4,yes,>60 min,yes,group study,e
15,other,public,post graduate,5.3,68.6,no,>60 min,yes,coaching,d
16,female,private,diploma,4.9,85.2,yes,>60 min,no,group study,c
17,male,public,diploma,5.5,62.4,yes,<15 min,yes,mixed,d
17,other,public,post graduate,8.0,93.3,no,<15 min,yes,group study,a
18,male,public,no formal,2.6,99.3,yes,>60 min,no,mixed,d
15,other,public,diploma,7.8,79.6,yes,<15 min,yes,notes,b
16,female,private,high school,6.2,69.1,yes,30-60 min,yes,online videos,b
16,other,public,diploma,6.9,64.4,no,<15 min,yes,textbook,c
14,other,public,graduate,6.5,94.6,yes,>60 min,yes,textbook,c
18,other,private,diploma,0.7,66.3,yes,30-60 min,no,group study,e
17,male,public,phd,4.3,90.7,yes,<15 min,no,notes,c
16,other,private,phd,1.3,70.4,yes,<15 min,yes,mixed,f
19,male,public,no formal,5.6,94.0,yes,30-60 min,no,group study,c
15,male,private,graduate,0.9,71.6,yes,<15 min,no,group study,f
19,female,private,high school,0.7,78.9,yes,30-60 min,no,textbook,f
18,male,private,post graduate,7.3,56.1,yes,>60 min,yes,group study,c
15,female,private,diploma,7.4,98.8,no,>60 min,no,online videos,a
18,male,private,phd,5.2,78.1,yes,>60 min,yes,coaching,d
18,female,public,phd,3.9,81.0,yes,<15 min,yes,online videos,d
16,female,public,no formal,6.7,56.3,yes,>60 min,no,mixed,c
16,female,private,no formal,7.7,84.5,yes,30-60 min,no,textbook,a
19,female,public,no formal,0.9,71.3,yes,>60 min,no,coaching,f
14,other,public,post graduate,1.3,71.2,yes,15-30 min,yes,coaching,f
14,male,public,high school,7.3,73.7,no,15-30 min,no,coaching,a
17,other,private,post graduate,1.2,76.8,yes,>60 min,yes,notes,f
19,female,private,high school,5.9,90.2,yes,15-30 min,yes,online videos,c
17,female,private,high school,4.7,67.1,no,>60 min,no,textbook,d
14,female,public,graduate,4.4,94.0,yes,>60 min,yes,coaching,c
17,male,private,post graduate,1.2,55.5,yes,>60 min,no,textbook,f
15,other,private,graduate,6.0,76.5,yes,<15 min,no,mixed,c
18,male,private,graduate,5.0,83.9,yes,30-60 min,no,online videos,c
17,other,public,post graduate,7.5,98.5,yes,30-60 min,yes,coaching,b
16,male,private,high school,4.1,69.9,yes,<15 min,yes,coaching,d
17,other,public,graduate,7.3,83.9,yes,30-60 min,yes,notes,c
18,female,public,high school,1.9,89.3,yes,30-60 min,no,mixed,d
18,female,public,no formal,2.0,91.6,yes,15-30 min,yes,coaching,e
16,other,private,high school,7.6,95.8,yes,>60 min,yes,textbook,a
17,male,public,high school,1.2,67.3,yes,30-60 min,yes,online videos,f
14,female,private,high school,2.3,92.1,yes,15-30 min,yes,coaching,e
16,other,private,no formal,1.6,97.8,yes,>60 min,yes,mixed,d
16,male,public,post graduate,5.8,73.5,yes,30-60 min,no,group study,d
17,male,public,diploma,6.4,84.6,yes,>60 min,yes,mixed,c
19,female,private,graduate,7.3,66.1,yes,<15 min,no,mixed,c
19,male,private,post graduate,1.6,62.8,yes,30-60 min,yes,group study,e
16,other,public,post graduate,2.9,63.9,yes,<15 min,yes,notes,e
17,other,public,no formal,2.9,52.6,no,>60 min,no,online videos,e
14,male,public,graduate,7.8,78.9,yes,15-30 min,no,coaching,b
16,male,private,diploma,4.9,93.1,yes,15-30 min,no,coaching,c
18,other,private,diploma,3.0,64.4,yes,30-60 min,yes,mixed,e
18,female,public,post graduate,2.7,51.6,yes,<15 min,yes,textbook,e
19,other,public,no formal,2.9,64.2,yes,15-30 min,no,coaching,e
16,other,public,high school,5.8,88.6,yes,30-60 min,no,mixed,c
19,female,private,post graduate,4.6,72.4,yes,<15 min,no,group study,d
19,male,private,diploma,5.2,88.4,yes,30-60 min,no,textbook,c
17,female,public,no formal,4.0,60.9,yes,>60 min,no,textbook,d
